il,ad,tur,mutfak,telefon,website,instagram,saatler,bahce,wifi,adres,ilce,mahalle,lat,lon,harita,osm_id
Ankara,Mutlu Döner,restaurant,,+90 312 428 32 42,https://mutludoner.com.tr/,,"Mo-Fr 08:30-17:30, Sa 08:30-19:30",,,Güvenlik Cd.,Çankaya,Remzi Oğuz Arık,39.9042944,32.8529135,"https://www.google.com/maps/search/?api=1&query=39.9042944,32.8529135",node/11203817930
Ankara,Mutlu Günler Fırını,restaurant,,,https://mutlugunlerfirini.com.tr/,,24/7,,,,,,39.9716496,32.6533097,"https://www.google.com/maps/search/?api=1&query=39.9716496,32.6533097",node/4817169071
Ankara,Mutlu Günler Fırını,restaurant,,,https://mutlugunlerfirini.com.tr,,24/7,,,,,,39.9874399,32.6589924,"https://www.google.com/maps/search/?api=1&query=39.9874399,32.6589924",node/13575435013
Ankara,Mutlu Günler Fırını,restaurant,,,https://mutlugunlerfirini.com.tr,https://instagram.com/mgfsusuz,24/7,,,,Yenimahalle,Susuz,40.0082365,32.6432004,"https://www.google.com/maps/search/?api=1&query=40.0082365,32.6432004",node/13578258373
Ankara,Mutlu Kebap Pide Salonu,restaurant,,,,,,,,,,,39.9926059,32.6139763,"https://www.google.com/maps/search/?api=1&query=39.9926059,32.6139763",node/4520287380
Ankara,Mutlu Lokantası,restaurant,kebab,+90 312 426 28 42,,https://www.instagram.com/mutlu.lokantasi/,,,,Güvenlik Caddesi 69/D,Çankaya,Remzi Oğuz Arık Mahallesi,39.9028602,32.8529716,"https://www.google.com/maps/search/?api=1&query=39.9028602,32.8529716",node/7111859184
Ankara,Mutlu Ocakbaşı,pub,,,,,,,,Kazakistan Caddesi 99A,,,39.9233753,32.8226753,"https://www.google.com/maps/search/?api=1&query=39.9233753,32.8226753",node/13803017901
Ankara,Mutlu Pide Kebap Salonu,restaurant,,+90 312 235 37 67,,,Mo-Su 08:00-21:00,,,2496 1/F,Çankaya,,39.8958353,32.7014406,"https://www.google.com/maps/search/?api=1&query=39.8958353,32.7014406",node/9954759792
Ankara,My Döner,restaurant,,,,,,,,,,,39.9916046,32.7998071,"https://www.google.com/maps/search/?api=1&query=39.9916046,32.7998071",node/3889668325
Ankara,My Fried Chicken,fast_food,chicken,,,,,,,,,,39.9872711,32.6546584,"https://www.google.com/maps/search/?api=1&query=39.9872711,32.6546584",node/13179245946
Ankara,My Mandolin Cafe,cafe,,,,,,,,,,,39.7858131,32.8039037,"https://www.google.com/maps/search/?api=1&query=39.7858131,32.8039037",node/13746066701
Ankara,My Vera Meyhane,pub,,,,,,,,Kazakistan Caddesi,,,39.9241702,32.8228074,"https://www.google.com/maps/search/?api=1&query=39.9241702,32.8228074",node/13803041504
Ankara,Mza Çiğköfte,fast_food,,,,,,,,,,,39.9863630,32.6556127,"https://www.google.com/maps/search/?api=1&query=39.9863630,32.6556127",node/13179307109
Ankara,MZA Çiğköfte,restaurant,,,,,,,,,,,39.8818540,32.8175135,"https://www.google.com/maps/search/?api=1&query=39.8818540,32.8175135",node/13912981382
Ankara,MÇ Besicilik,restaurant,regional;hayvan_ve_hayvansal_ürünler,+905076871011,,,Mo-Su 09:00-21:00,,,Kavşakkaya Barajı Kurtboğazı Barajı İletim Hattı No:132,Kahramankazan,Yakupderviş Mah.,40.2532361,32.8037594,"https://www.google.com/maps/search/?api=1&query=40.2532361,32.8037594",node/12738608329
Ankara,Mücver,restaurant,,,,,,,,5088. Cd. 67,Çankaya,Alacaatlı,39.8474414,32.6387180,"https://www.google.com/maps/search/?api=1&query=39.8474414,32.6387180",node/13736953123
Ankara,Müdavim Cafe,cafe,,,,,,,,,,,39.9342682,32.6492928,"https://www.google.com/maps/search/?api=1&query=39.9342682,32.6492928",node/13727018687
Ankara,Mühendislik Merkez Kantini,fast_food,,,,,,,wlan,,,,39.8923202,32.7832652,"https://www.google.com/maps/search/?api=1&query=39.8923202,32.7832652",node/4622453640
Ankara,Müjgan Bestekar,bar,,,,kulupmujgan,Mo-Su 11:00-04:00,,,Bestekar Cd. 38/A,,,39.9096408,32.8586011,"https://www.google.com/maps/search/?api=1&query=39.9096408,32.8586011",node/10882105305
Ankara,Müjgân 100. yıl,bar,,,,,,,,"100.Yıl İşçi Blokları Mahallesi 1533. Sokak Merkez Çarşı, D:No:2/24, 06530 Çankaya/Ankara, Turkey",,,39.8954924,32.7977410,"https://www.google.com/maps/search/?api=1&query=39.8954924,32.7977410",node/8506547888
Ankara,Müjü House,bar,,,,,,,,Azerbaycan Caddesi,,,39.9216233,32.8291869,"https://www.google.com/maps/search/?api=1&query=39.9216233,32.8291869",node/13997813701
Ankara,Müslüm Kebap,restaurant,,,,,,,,,,,39.9042070,32.8097747,"https://www.google.com/maps/search/?api=1&query=39.9042070,32.8097747",node/4436250464
Ankara,Müze'nin Kahvesi,cafe,,,,,,,,,,,39.9385917,32.8621545,"https://www.google.com/maps/search/?api=1&query=39.9385917,32.8621545",node/11111952619
Ankara,N'JOY Lounge,cafe,,,https://www.instagram.com/njoyloungecayyolu,,,,,Doğan Taşdelen Bulvarı 183,Çankaya,Koru Mahallesi,39.8806980,32.6834638,"https://www.google.com/maps/search/?api=1&query=39.8806980,32.6834638",way/1313202909
Ankara,Nadir Kebap,restaurant,,,,,,,,,,,40.1306686,33.0864478,"https://www.google.com/maps/search/?api=1&query=40.1306686,33.0864478",node/6132686900
Ankara,Namzet Cafe,cafe,,,,,,,,Dr. Besim Ömer Caddesi,,,39.9766738,32.8747810,"https://www.google.com/maps/search/?api=1&query=39.9766738,32.8747810",node/4123071005
Ankara,NAR RESTAURANT,restaurant,,,,,,,,Batı Bulvarı 1/66,Yenimahalle,Macun Mahallesi,39.9489945,32.7686646,"https://www.google.com/maps/search/?api=1&query=39.9489945,32.7686646",node/5564810763
Ankara,Narquilla,cafe,,,,,,,,,,,39.8702702,32.6819069,"https://www.google.com/maps/search/?api=1&query=39.8702702,32.6819069",node/2317659961
Ankara,Nazar Piknik,fast_food,,,,,,,,,,,39.9779187,32.8601619,"https://www.google.com/maps/search/?api=1&query=39.9779187,32.8601619",node/14021746664
Ankara,Nazım Hikmet Kültür Merkezi,bar,,,,,Mo-Su 10:00-24:00,,,,,,39.9158321,32.8571282,"https://www.google.com/maps/search/?api=1&query=39.9158321,32.8571282",node/9321286533
Ankara,Neba Dondurma,ice_cream,,,,,Mo-Su 11:00-23:00,,,İbni Sina Sokak,,,39.9537762,32.5969407,"https://www.google.com/maps/search/?api=1&query=39.9537762,32.5969407",node/12998728402
Ankara,Nebahat,restaurant,,,,,,,,,,,39.8538038,32.6514176,"https://www.google.com/maps/search/?api=1&query=39.8538038,32.6514176",node/10047888808
Ankara,Nefiss Döner,fast_food,,,,,,,,,,,39.8717621,32.8593778,"https://www.google.com/maps/search/?api=1&query=39.8717621,32.8593778",node/310403031
Ankara,Net Piknik,restaurant,,,,,,,,,,,39.9222792,32.8559237,"https://www.google.com/maps/search/?api=1&query=39.9222792,32.8559237",node/4119001400
Ankara,Nevada Coffee,cafe,,,,,,,,,,,39.8541487,32.6587463,"https://www.google.com/maps/search/?api=1&query=39.8541487,32.6587463",node/13745785833
Ankara,New Jersey Coffee House,cafe,coffee_shop;pasta,+90 534 061 50 59,https://www.newjerseycoffeehouse.com,,Mo-Su 08:00-23:00,yes,yes,Atatürk Bulvarı 223/A,Çankaya,Remzi Oğuz Arık Mahallesi,39.9044632,32.8587829,"https://www.google.com/maps/search/?api=1&query=39.9044632,32.8587829",node/11271984486
Ankara,New Jersey Coffee House,cafe,,,,,,,,,,,39.9896490,32.6438299,"https://www.google.com/maps/search/?api=1&query=39.9896490,32.6438299",node/13023094125
Ankara,New Jersey Coffee House,cafe,,,,,,,,,,,39.9292791,32.8541992,"https://www.google.com/maps/search/?api=1&query=39.9292791,32.8541992",node/14008186302
Ankara,Newcastle,restaurant,,,,,,,,,,,39.8490360,32.8353923,"https://www.google.com/maps/search/?api=1&query=39.8490360,32.8353923",node/4395911593
Ankara,Newcastle,pub,,,,,,,,,,,39.8757950,32.8705546,"https://www.google.com/maps/search/?api=1&query=39.8757950,32.8705546",node/4663712042
Ankara,Newcastle,pub,,,,,,,,,,,39.8826736,32.6861830,"https://www.google.com/maps/search/?api=1&query=39.8826736,32.6861830",node/5321925250
Ankara,Newcastle,cafe,,,,,,,,2432. Cadde,,Galleria AVM,39.8957030,32.7041258,"https://www.google.com/maps/search/?api=1&query=39.8957030,32.7041258",node/7842254023
Ankara,Nico Coffee and Creative,cafe,,,,,Mo-Su 07:30-00:00,,,Çayhane Sokak 123,,Büyükesat Mahallesi,39.8947806,32.8799087,"https://www.google.com/maps/search/?api=1&query=39.8947806,32.8799087",node/11262875880
Ankara,Nico La Pizza,fast_food,pizza;italian,,,,,,,,,,39.9078902,32.8612227,"https://www.google.com/maps/search/?api=1&query=39.9078902,32.8612227",node/12759651880
Ankara,Nil Bar,bar,,,,,,,,,,,39.9174474,32.8575420,"https://www.google.com/maps/search/?api=1&query=39.9174474,32.8575420",node/5906412486
Ankara,Ninova Çiğköfte Etlik,fast_food,regional,+90 312 322 4848,,,10:00-24:00,,,Kuyuyazısı Caddesi 7/C,,,39.9797697,32.8356218,"https://www.google.com/maps/search/?api=1&query=39.9797697,32.8356218",node/2635415102
Ankara,Niyokki Armada,restaurant,italian,,https://niyokki.com.tr/,,,yes,yes,Yaşam Caddesi,Çankaya/,Üniversiteler,39.9130099,32.8083383,"https://www.google.com/maps/search/?api=1&query=39.9130099,32.8083383",node/9260333137
Ankara,Niyokki Tepe Prime,restaurant,italian,,https://niyokki.com.tr/,,,yes,yes,Dumlupınar Bulvarı,,,39.9086591,32.7551535,"https://www.google.com/maps/search/?api=1&query=39.9086591,32.7551535",node/9260333138
Ankara,Niyokki Vista,restaurant,italian,,https://niyokki.com.tr/,,,,wlan,Yavuz Sultan Selim Bulvarı,Gölbaşı,Ahlatlıbel,39.8303930,32.7344135,"https://www.google.com/maps/search/?api=1&query=39.8303930,32.7344135",node/9218291745
Ankara,Noise,bar,,,,,,,,,,,39.9245236,32.8246440,"https://www.google.com/maps/search/?api=1&query=39.9245236,32.8246440",node/3681895506
Ankara,Noma,restaurant,,,,,,,,,,,39.9288091,32.8260974,"https://www.google.com/maps/search/?api=1&query=39.9288091,32.8260974",node/309903648
Ankara,Nook & Cranny,fast_food,,,,,,,,,,,39.9647518,32.6084474,"https://www.google.com/maps/search/?api=1&query=39.9647518,32.6084474",node/12973296253
Ankara,North Shield,pub,,,,,,,,,,,39.8938418,32.6798575,"https://www.google.com/maps/search/?api=1&query=39.8938418,32.6798575",node/403041831
Ankara,Noxus,bar,,,,,,,,,,,39.9164369,32.8578999,"https://www.google.com/maps/search/?api=1&query=39.9164369,32.8578999",node/4619051190
Ankara,NRY,pub,,,,,,yes,,Sedat Simavi Caddesi,,Çankaya Mah.,39.8827322,32.8561888,"https://www.google.com/maps/search/?api=1&query=39.8827322,32.8561888",node/10152567642
Ankara,Num Num,restaurant,,,,,,,,,,,39.8476869,32.8317163,"https://www.google.com/maps/search/?api=1&query=39.8476869,32.8317163",node/707062701
Ankara,Nunchi Coffee Co. Çayyolu Nokta,cafe,,,,,,,,,,,39.9002019,32.6923438,"https://www.google.com/maps/search/?api=1&query=39.9002019,32.6923438",node/13429964095
Ankara,Nusr-Et Steakhouse Ankara,restaurant,steak_house,,https://www.nusr-et.com.tr/tr/ana-sayfa.aspx,,,,,,,,39.8993782,32.8649856,"https://www.google.com/maps/search/?api=1&query=39.8993782,32.8649856",way/745785433
Ankara,NY Choppers,fast_food,sandwich,+90 312 427 27 06,,https://www.instagram.com/ny.choppers,24/7,,,Güvenlik Caddesi 70A,Çankaya,Güvenevler Mahallesi,39.8978810,32.8534757,"https://www.google.com/maps/search/?api=1&query=39.8978810,32.8534757",node/13998666089
Ankara,Nüve Park Restoran,restaurant,turkish,,,,,,,,,,39.7988910,32.6954336,"https://www.google.com/maps/search/?api=1&query=39.7988910,32.6954336",node/12319349241
Ankara,Ocakbaşı,restaurant,,,,,,,,,,,39.9358973,32.8717832,"https://www.google.com/maps/search/?api=1&query=39.9358973,32.8717832",node/3833842244
Ankara,Ocakbaşı,restaurant,,,,,,,,,,,39.9607323,32.5840818,"https://www.google.com/maps/search/?api=1&query=39.9607323,32.5840818",node/4430315209
Ankara,ODTÜ Central,restaurant,,,,,,,,,,,39.8926900,32.7881873,"https://www.google.com/maps/search/?api=1&query=39.8926900,32.7881873",node/10214597191
Ankara,ODTÜ Kayıkhane Restoranı,restaurant,,,,,,,,,,,39.8224120,32.8310170,"https://www.google.com/maps/search/?api=1&query=39.8224120,32.8310170",node/771145616
Ankara,Olgunlar Simitçisi,cafe,,,,,,,,,,,39.9149485,32.8579234,"https://www.google.com/maps/search/?api=1&query=39.9149485,32.8579234",node/9321226802
Ankara,Oltu Cağ Kebabı,restaurant,,,,,,,,,,,39.9674016,32.6357824,"https://www.google.com/maps/search/?api=1&query=39.9674016,32.6357824",node/13895441203
Ankara,Omsed,fast_food,kebab;cake,,,,,,,,,,39.8048071,32.8019817,"https://www.google.com/maps/search/?api=1&query=39.8048071,32.8019817",node/12025286629
Ankara,One HotDog,fast_food,hot_dog,,,,,,,,,,39.9632838,32.7355219,"https://www.google.com/maps/search/?api=1&query=39.9632838,32.7355219",node/13277191797
Ankara,Onur Park Restaurant,restaurant,,,,,,,,,,,40.1332179,33.0847921,"https://www.google.com/maps/search/?api=1&query=40.1332179,33.0847921",way/653816786
Ankara,Onur Pide Kebap,restaurant,,,,,,,,,,,40.1305749,33.0863207,"https://www.google.com/maps/search/?api=1&query=40.1305749,33.0863207",node/6132686899
Ankara,Oranlı Börek Tatlı,restaurant,,,,,,,,,,,39.9248961,32.8477930,"https://www.google.com/maps/search/?api=1&query=39.9248961,32.8477930",node/4070499700
Ankara,Oranlı Cafe,cafe,sandwich,,,,,yes,,,,,39.9315748,32.8757719,"https://www.google.com/maps/search/?api=1&query=39.9315748,32.8757719",node/6321623142
Ankara,Oranlı Cafe,cafe,sandwich,,,,,yes,,Cemal Gürsel Caddesi,,Cebeci,39.9333883,32.8789406,"https://www.google.com/maps/search/?api=1&query=39.9333883,32.8789406",node/6323689022
Ankara,Orfoz Restaurant,restaurant,,+90 312 491 78 99,,,,,,,,,39.8257152,32.8346487,"https://www.google.com/maps/search/?api=1&query=39.8257152,32.8346487",way/667240483
Ankara,Orta Dünya,bar,,,,,Mo-Su 10:00-24:00,,,,,,39.9180489,32.8585634,"https://www.google.com/maps/search/?api=1&query=39.9180489,32.8585634",node/6908297128
Ankara,Oscar,restaurant,,,,,Mo-Su 07:00-21:30,,,,,,39.9800749,32.8455766,"https://www.google.com/maps/search/?api=1&query=39.9800749,32.8455766",node/3890778331
Ankara,Oscar,restaurant,,,,,,,,,,,39.9726128,32.8422925,"https://www.google.com/maps/search/?api=1&query=39.9726128,32.8422925",node/3890787645
Ankara,Oscar,restaurant,,,,,,,,,,,39.9722639,32.8399650,"https://www.google.com/maps/search/?api=1&query=39.9722639,32.8399650",node/3890789570
Ankara,Oses Çiğ Köfte,fast_food,,,,,,,,,,,39.9499265,32.6335201,"https://www.google.com/maps/search/?api=1&query=39.9499265,32.6335201",node/13683020452
Ankara,oskar kafe,cafe,turkish,,,,,,,Halil Sezai Erkut Caddesi,Yenimahalle,,39.9697010,32.8349871,"https://www.google.com/maps/search/?api=1&query=39.9697010,32.8349871",node/11431647895
Ankara,Oskar Pastanesi,restaurant,,+90 312 281 05 05,,,,,,,,,39.8981629,32.6441996,"https://www.google.com/maps/search/?api=1&query=39.8981629,32.6441996",node/7078363929
Ankara,Osman Yazıcı Konukevi Kantini,cafe,,,,,,,wlan,,,,39.8883122,32.7915334,"https://www.google.com/maps/search/?api=1&query=39.8883122,32.7915334",node/13057959108
Ankara,Osmanlı Sofrası,restaurant,,,,,,,,İrfan Başbuğ Cad.,,,39.9720202,32.8795605,"https://www.google.com/maps/search/?api=1&query=39.9720202,32.8795605",node/4225089489
Ankara,Osmanlı Sofrası - Pursaklar,restaurant,kebab;turkish,,,,,,,,,,40.0373469,32.8970174,"https://www.google.com/maps/search/?api=1&query=40.0373469,32.8970174",node/4813597330
Ankara,OT,cafe,,,,,,,,2432. Cadde,,Galleria AVM,39.8955775,32.7040453,"https://www.google.com/maps/search/?api=1&query=39.8955775,32.7040453",node/7842254024
Ankara,OT,cafe,,,,,,,,,,,39.8299316,32.7351205,"https://www.google.com/maps/search/?api=1&query=39.8299316,32.7351205",node/10312458235
Ankara,Otantik,restaurant,,,,,,,,,,,40.0005476,32.7662528,"https://www.google.com/maps/search/?api=1&query=40.0005476,32.7662528",node/7627059619
Ankara,Otau Orta Asya Mutfağı,restaurant,,,,,,,,,,,39.9184796,32.8627373,"https://www.google.com/maps/search/?api=1&query=39.9184796,32.8627373",node/9315159165
Ankara,OTTO Lounge,restaurant,,+90 312 473 55 51,,,,,,,,,39.9020556,32.8101640,"https://www.google.com/maps/search/?api=1&query=39.9020556,32.8101640",node/9669713419
Ankara,Ova Piknik,restaurant,,+90 312 448 27 97,,,,,,,,,39.8996326,32.8750656,"https://www.google.com/maps/search/?api=1&query=39.8996326,32.8750656",way/228185913
Ankara,Ova Yaprak Döner,restaurant,,,,,,,,,,,39.9845826,32.8591368,"https://www.google.com/maps/search/?api=1&query=39.9845826,32.8591368",node/4076586688
Ankara,Ovalı Etli Ekmek,restaurant,,,,,,,,,,,39.9747047,32.7668995,"https://www.google.com/maps/search/?api=1&query=39.9747047,32.7668995",node/13543472529
Ankara,Ovalı Etliekmek,restaurant,turkish,+90 540 942 06 42,https://www.ovalietliekmek.com/,ovalietliekmek.tr,Mo-Su 10:00-22:00,,,846. Cadde 69/A,,,39.8968364,32.9218854,"https://www.google.com/maps/search/?api=1&query=39.8968364,32.9218854",node/13988799701
Ankara,Oze Roasting,cafe,,,,,Mo-Su 10:00-22:00,,wlan,Farabi Sokağı 9,,,39.8962746,32.8603894,"https://www.google.com/maps/search/?api=1&query=39.8962746,32.8603894",node/13991871601
Ankara,Oçakbaşı,restaurant,regional,,,,,,,,,,39.9927907,32.8070052,"https://www.google.com/maps/search/?api=1&query=39.9927907,32.8070052",node/4070363348
Ankara,Padam Coffee Shop,cafe,,,,,,,,,,,39.9026958,32.8596101,"https://www.google.com/maps/search/?api=1&query=39.9026958,32.8596101",node/5492875922
Ankara,Pakalın Pastanesi,cafe,,,,,,,,126. Sokak,,,39.9720028,32.8875514,"https://www.google.com/maps/search/?api=1&query=39.9720028,32.8875514",node/4224984796
Ankara,Palais,cafe,,,,,,,,,,,39.9262002,32.8183060,"https://www.google.com/maps/search/?api=1&query=39.9262002,32.8183060",node/3889779713
Ankara,Palet Pastanesi,cafe,,,,,,,,Filistin Sk.,,,39.8977550,32.8714630,"https://www.google.com/maps/search/?api=1&query=39.8977550,32.8714630",node/4081574896
Ankara,Palmiye Kebap&Pide,restaurant,,,,,,,,,,,39.9796625,32.8327443,"https://www.google.com/maps/search/?api=1&query=39.9796625,32.8327443",node/2405467281
Ankara,Palmiye Pide & Kebap,restaurant,,,,,,,,,,,39.9647695,32.5757811,"https://www.google.com/maps/search/?api=1&query=39.9647695,32.5757811",node/4492236879
Ankara,Pan çiğ köfte,fast_food,,,,,,,,,,,39.7898033,32.8098665,"https://www.google.com/maps/search/?api=1&query=39.7898033,32.8098665",node/9815561276
Ankara,Pan Çiğ Köfte,fast_food,,,https://www.pancigkofte.com/,,,,,1609. Cadde,Yenimahalle,Uğur Mumcu Mahallesi,39.9633877,32.7350591,"https://www.google.com/maps/search/?api=1&query=39.9633877,32.7350591",node/12708719985
Ankara,Pan Çiğköfte,fast_food,,,,,,,,,,,39.9681521,32.7840658,"https://www.google.com/maps/search/?api=1&query=39.9681521,32.7840658",node/12365117236
Ankara,Pangea Coffee House,cafe,,,,,,,,,,,39.8967018,32.8550453,"https://www.google.com/maps/search/?api=1&query=39.8967018,32.8550453",node/12923115224
Ankara,Papa John's,fast_food,pizza,,,,,,,,,,39.9692829,32.7289955,"https://www.google.com/maps/search/?api=1&query=39.9692829,32.7289955",node/12238756535
Ankara,Papyon Coffee Lounge,cafe,,,,,,,,,,,39.8881865,32.6345352,"https://www.google.com/maps/search/?api=1&query=39.8881865,32.6345352",node/14100053199
Ankara,Park Aspava,restaurant,,,,,,,,,,,39.8733167,32.6823118,"https://www.google.com/maps/search/?api=1&query=39.8733167,32.6823118",node/1034321218
Ankara,Park Ehlikeyf,cafe,,,,,,,wlan,,,,39.8701801,32.6822155,"https://www.google.com/maps/search/?api=1&query=39.8701801,32.6822155",node/3327739704
Ankara,Part II Coffee,cafe,,,,,,,,,,,39.9199018,32.8249765,"https://www.google.com/maps/search/?api=1&query=39.9199018,32.8249765",node/13752770101
Ankara,Pasaport Pizza,fast_food,pizza,,,,,,,,,,39.9746357,32.7688678,"https://www.google.com/maps/search/?api=1&query=39.9746357,32.7688678",node/13543472534
Ankara,pastane,cafe,,,,,,,,,,,39.9306624,32.8338152,"https://www.google.com/maps/search/?api=1&query=39.9306624,32.8338152",node/3889776521
Ankara,Pastel,bar,,,,,,,,,,,39.8957079,32.7976125,"https://www.google.com/maps/search/?api=1&query=39.8957079,32.7976125",node/4343638039
Ankara,Patika Cafe & Bistro,cafe,,,,,,,,,,,39.9772971,32.6262586,"https://www.google.com/maps/search/?api=1&query=39.9772971,32.6262586",way/423804309
Ankara,Patisserie Coffee,cafe,,,,,,,,Kazakistan Caddesi 97A,,,39.9235707,32.8227224,"https://www.google.com/maps/search/?api=1&query=39.9235707,32.8227224",node/13803017903
